id,region,spp,bandNumber,enc,date,mass,wing,tl,age,sex
x824-1684z,"Washington, DC",CACH,820-94599,B,2001-04-27,11.4,65.5,53,AHY,M
p977-9265r,"Washington, DC",CACH,820-94600,B,2001-04-27,9.9,61.5,52,AHY,F
a686-8713k,"Washington, DC",CACH,2250-24204,B,2001-04-30,9.7,61.5,47,AHY,F
l712-2513l,"Washington, DC",CACH,2250-24202,B,2001-04-30,11,65,57,AHY,M
s144-9552u,"Washington, DC",NOCA,791-17028,B,2001-05-01,45.9,90.5,95,AHY,F
b490-7463u,"Washington, DC",CACH,2250-24207,B,2001-05-01,9.9,60,50,SY,M
u816-7408a,"Washington, DC",CACH,2250-24209,B,2001-05-01,10.5,61,51,AHY,M
f729-1238s,"Washington, DC",CACH,2250-24211,B,2001-05-01,9.3,58,50.5,AHY,F
a122-9718t,"Washington, DC",GRCA,1751-51983,B,2001-05-01,37.1,91,95,AHY,M
k288-6886p,"Washington, DC",CACH,2250-24016,B,2001-05-01,10.5,60.5,51,AHY,F
x219-8302f,"Washington, DC",CACH,2250-24018,B,2001-05-01,10.2,63,52,AHY,M
w911-9784v,"Washington, DC",GRCA,1751-51978,B,2001-05-02,36.1,93,91,AHY,M
o148-4102d,"Washington, DC",NOCA,1751-51977,B,2001-05-02,45.4,99,109,AHY,M
p381-6300s,"Washington, DC",CACH,2250-24212,B,2001-05-02,10.4,64,52,SY,M
p705-7830c,"Washington, DC",CACH,2250-24214,B,2001-05-02,9.6,56,49,AHY,F
l650-8411k,"Washington, DC",NOCA,1751-51981,B,2001-05-02,42.3,95,105.5,AHY,M
l300-1993i,"Washington, DC",NOCA,1751-51980,B,2001-05-02,43,91,90,AHY,M
n452-5770a,"Washington, DC",NOCA,1751-51979,B,2001-05-02,44,93,95,AHY,F
a905-5041f,"Washington, DC",NOCA,1751-51976,B,2001-05-03,45.8,92,98,AHY,F
z282-8360x,"Washington, DC",CACH,2250-24020,B,2001-05-03,10.5,64,52.5,AHY,M
a580-6150m,"Washington, DC",GRCA,1751-51973,B,2001-05-04,35.7,91,97,AHY,M
c275-1422r,"Washington, DC",NOCA,1751-51972,B,2001-05-04,42.3,98,100,AHY,M
m597-1234p,"Washington, DC",GRCA,791-17029,B,2001-05-07,34.7,90.5,99,ASY,M
d174-7621h,"Washington, DC",NOCA,791-17031,B,2001-05-07,43.5,95.5,107,AHY,M
g925-2133z,"Washington, DC",GRCA,791-17030,B,2001-05-07,33.4,90,95,ASY,M
d344-4027m,"Washington, DC",NOCA,1751-51969,B,2001-05-07,40.4,95,100.5,AHY,M
o972-4849h,"Washington, DC",GRCA,1751-51970,B,2001-05-07,35.6,89,89,AHY,M
n919-8709h,"Washington, DC",AMRO,1152-87540,B,2001-05-08,80.9,132,99,AHY,M
g333-6350h,"Washington, DC",GRCA,1751-51968,B,2001-05-08,34.2,93,99,AHY,M
m661-9358k,"Washington, DC",NOCA,1751-51966,B,2001-05-08,49.7,95,102,AHY,F
f704-5564x,"Washington, DC",GRCA,791-17032,B,2001-05-08,37.4,93.5,101,ASY,M
f558-5370w,"Washington, DC",GRCA,791-17033,B,2001-05-08,37.2,91,99,ASY,M
h661-9105c,"Washington, DC",NOCA,791-17034,B,2001-05-09,45.3,95.5,98,AHY,M
s414-1883z,"Washington, DC",GRCA,1751-51961,B,2001-05-09,38,90,99,AHY,M
g760-6171b,"Washington, DC",AMRO,1152-87536,B,2001-05-09,74.8,125,100,AHY,M
j262-3347n,"Washington, DC",NOCA,1751-51964,B,2001-05-09,43.8,90.5,90.5,AHY,F
y281-3466h,"Washington, DC",AMRO,1152-87538,B,2001-05-09,76.1,127.5,93,AHY,F
k733-1795q,"Washington, DC",NOCA,1751-51963,B,2001-05-09,48,89,91,AHY,F
y560-6249k,"Washington, DC",GRCA,791-17035,B,2001-05-10,33,91,91,AHY,M
m224-1942e,"Washington, DC",NOCA,791-17036,B,2001-05-10,39.3,96,99,AHY,M
v550-7989p,"Washington, DC",GRCA,791-17038,B,2001-05-10,36.6,93,96,AHY,M
f690-1136i,"Washington, DC",GRCA,1751-51957,B,2001-05-11,38.1,90.5,93,AHY,M
j574-1761j,"Washington, DC",NOCA,1751-51959,B,2001-05-11,37.3,90.5,104,AHY,M
d352-8244l,"Washington, DC",GRCA,1751-51958,B,2001-05-11,36,91.5,98,AHY,M
f637-5247i,"Washington, DC",GRCA,1751-51956,B,2001-05-11,37.7,93,93,AHY,M
s928-5040o,"Washington, DC",CACH,2250-24224,B,2001-05-14,10.6,64.5,55,AHY,M
b565-1257g,"Washington, DC",NOCA,1751-51955,B,2001-05-14,39.3,93,100,AHY,F
u449-4816u,"Washington, DC",NOCA,1751-51954,B,2001-05-14,42.7,89,100,AHY,M
o322-7309b,"Washington, DC",GRCA,1751-51953,B,2001-05-15,34.3,94,102,AHY,M
g892-1527g,"Washington, DC",CACH,2250-24026,B,2001-05-15,9.6,60,51,AHY,M
j799-6993o,"Washington, DC",NOCA,1751-51952,B,2001-05-15,38,90,96,AHY,M
i571-8589j,"Washington, DC",GRCA,1751-51951,B,2001-05-15,34.7,94.5,97.5,ASY,M
w517-2054n,"Washington, DC",NOCA,1751-51949,B,2001-05-15,39.5,93,101,AHY,M
p170-1787w,"Washington, DC",GRCA,1751-51950,B,2001-05-15,45.6,89,90,AHY,F
h939-8385u,"Washington, DC",NOCA,791-17046,B,2001-05-15,47.8,93,94.5,AHY,F
d387-8716d,"Washington, DC",NOCA,791-17043,B,2001-05-15,41.9,94.5,104,AHY,M
d864-1157x,"Washington, DC",GRCA,791-17045,B,2001-05-15,35,90,94,AHY,M
j547-4138k,"Washington, DC",CACH,2250-24226,B,2001-05-15,9.8,62,50,AHY,F
g461-1335f,"Washington, DC",NOCA,791-17044,B,2001-05-15,42.1,92,95,AHY,F
x957-1162e,"Washington, DC",CACH,2250-24228,B,2001-05-16,9.8,65,54,AHY,M
v405-6858z,"Washington, DC",GRCA,1751-51947,B,2001-05-16,33.9,89,92,AHY,M
z667-7363i,"Washington, DC",NOCA,1751-51948,B,2001-05-16,39,89.5,96.5,AHY,M
r244-1118k,"Washington, DC",CACH,2250-24029,B,2001-05-16,9.2,61,50,AHY,M
j187-8735q,"Washington, DC",NOCA,791-17047,B,2001-05-17,46.5,99,105,AHY,M
x174-7948r,"Washington, DC",GRCA,791-17048,B,2001-05-17,42.7,90.5,102,AHY,F
n854-9199s,"Washington, DC",NOCA,1751-51946,B,2001-05-17,44.9,91,91,AHY,M
q139-8821m,"Washington, DC",GRCA,1751-51945,B,2001-05-17,36.6,92,98,ASY,M
v978-7864f,"Washington, DC",CACH,2250-24260,B,2001-05-18,10.7,65,54,AHY,M
v896-1693e,"Washington, DC",CACH,2250-24231,B,2001-05-18,10.2,60.5,52,AHY,M
k626-5136x,"Washington, DC",NOCA,791-17049,B,2001-05-18,41.3,96,106,AHY,M
u369-6948j,"Washington, DC",NOCA,791-17051,B,2001-05-19,46.7,96,105,AHY,M
r342-7886y,"Washington, DC",GRCA,791-17052,B,2001-05-19,33.8,88,90,AHY,M
w295-5010u,"Washington, DC",CACH,2250-24232,B,2001-05-19,10.2,64,54.5,AHY,M
d614-4724i,"Washington, DC",GRCA,791-17053,B,2001-05-19,35.6,88,91.5,AHY,M
n508-3466u,"Washington, DC",AMRO,1152-87533,B,2001-05-22,70.8,129,100.5,AHY,M
u996-2859x,"Washington, DC",CACH,2250-24035,B,2001-05-22,8.8,61.5,50,AHY,F
f803-4642s,"Washington, DC",NOCA,1751-51943,B,2001-05-22,43.6,98,101,AHY,M
v697-3313f,"Washington, DC",NOCA,1751-51944,B,2001-05-22,42,93.5,101,AHY,F
t794-5241t,"Washington, DC",CACH,2250-24033,B,2001-05-22,8.5,62,53,AHY,F
f441-9529b,"Washington, DC",CACH,2250-24034,B,2001-05-22,9.3,60,49,AHY,F
q668-5896c,"Washington, DC",NOCA,791-17054,B,2001-05-22,43,99.5,106,AHY,M
n960-3758p,"Washington, DC",NOCA,791-17056,B,2001-05-22,38.8,94,98,AHY,M
w368-3107d,"Washington, DC",GRCA,791-17055,B,2001-05-22,38.4,93,100.5,AHY,F
u768-6667r,"Washington, DC",GRCA,1751-51942,B,2001-05-23,36.1,91,93,SY,M
n588-3401k,"Washington, DC",GRCA,791-17057,B,2001-05-23,38.9,92.5,97.5,AHY,M
j388-5582r,"Washington, DC",GRCA,791-17058,B,2001-05-23,37.2,95,99.5,AHY,M
g158-8436g,"Washington, DC",NOCA,791-17059,B,2001-05-24,46.4,94,99.5,AHY,M
v108-5762l,"Washington, DC",NOCA,791-17060,B,2001-05-24,42.9,96,95,AHY,M
f791-2691a,"Washington, DC",NOCA,791-17061,B,2001-05-24,42.2,93,94,AHY,M
v415-9661x,"Washington, DC",NOCA,791-17062,B,2001-05-24,43.9,95,92,AHY,M
t529-4361q,"Washington, DC",NOCA,791-17063,B,2001-05-24,41.2,90,97,AHY,M
u432-8581r,"Washington, DC",CACH,2250-24234,B,2001-05-24,8.8,57.5,48,AHY,F
m872-4593k,"Washington, DC",NOCA,791-17064,B,2001-05-24,42.2,94,92,AHY,F
o927-6315r,"Washington, DC",CACH,1920-85926,R,2001-05-24,10.5,62,50.5,AHY,M
l259-6467r,"Washington, DC",GRCA,791-17068,B,2001-05-25,38.5,87,93,AHY,M
i240-2568a,"Washington, DC",NOCA,791-17067,B,2001-05-25,37.6,96,99.5,AHY,M
d578-5625n,"Washington, DC",GRCA,791-17066,B,2001-05-25,36.8,95.5,98,AHY,M
m611-1574q,"Washington, DC",GRCA,791-17065,B,2001-05-25,36.5,90,93,AHY,F
e981-7723g,"Washington, DC",NOCA,791-17069,B,2001-05-29,42.6,94,95,AHY,M
i293-1494x,"Washington, DC",GRCA,791-17070,B,2001-05-29,36.7,86,91,AHY,M
s474-1180a,"Washington, DC",NOCA,791-17076,B,2001-05-30,39.2,97,100,AHY,M
e756-9764s,"Washington, DC",GRCA,791-17074,B,2001-05-30,38.9,94.5,100,AHY,M
q333-5469j,"Washington, DC",CACH,2250-24043,B,2001-05-31,10.4,65,57,AHY,M
y690-7456y,"Washington, DC",CACH,2250-24044,B,2001-05-31,9.7,63,54,AHY,F
v549-1730f,"Washington, DC",NOCA,1751-51940,B,2001-05-31,39.5,92,100,AHY,F
m557-7765v,"Washington, DC",GRCA,1751-51939,B,2001-05-31,35.5,95,99,ASY,M
b366-8146c,"Washington, DC",AMRO,1152-87404,B,2001-05-31,79,128,95.5,AHY,M
d578-9353z,"Washington, DC",CACH,2250-24242,B,2001-05-31,11,66,55.5,AHY,M
k880-7542a,"Washington, DC",NOCA,791-17075,B,2001-05-31,39.8,95,101,AHY,M
n169-1608z,"Washington, DC",CACH,2250-24240,B,2001-05-31,10,60,50.5,AHY,M
s490-7753y,"Washington, DC",NOCA,791-17077,B,2001-06-01,43.1,95,96.5,AHY,M
o137-9278v,"Washington, DC",GRCA,791-17078,B,2001-06-01,37.3,89,95.5,AHY,M
h870-2602k,"Washington, DC",GRCA,791-17079,B,2001-06-01,38.3,90,92.5,AHY,F
k367-6713e,"Washington, DC",NOCA,1751-51938,B,2001-06-01,43.3,96.5,105,AHY,M
l593-7922b,"Washington, DC",GRCA,1751-51937,B,2001-06-01,37.1,94,96,AHY,M
k133-9655v,"Washington, DC",NOCA,791-17080,B,2001-06-02,46.6,99,110,AHY,M
p887-1462c,"Washington, DC",CACH,2250-24246,B,2001-06-02,10.3,60,50,AHY,F
w452-3691f,"Washington, DC",NOCA,791-17082,B,2001-06-04,44.8,92,95,AHY,M
m706-9550i,"Washington, DC",GRCA,791-17083,B,2001-06-04,35.6,89,94,AHY,M
l920-4832j,"Washington, DC",GRCA,791-17081,B,2001-06-04,38.6,89,96,AHY,M
k774-1310o,"Washington, DC",GRCA,1751-51936,B,2001-06-04,35.5,90.5,98,AHY,M
g544-9007n,"Washington, DC",NOCA,1751-51935,B,2001-06-05,42.2,94,92,AHY,M
f157-6911q,"Washington, DC",NOCA,1751-51984,B,2001-06-05,44.4,96,99,AHY,M
s813-4255c,"Washington, DC",NOCA,791-17084,B,2001-06-05,42.9,96,100,AHY,M
b535-1924z,"Washington, DC",GRCA,791-17085,B,2001-06-05,38.8,93.5,95,AHY,M
t835-6688c,"Washington, DC",CACH,2250-24251,B,2001-06-06,10.2,56,51,AHY,F
t931-5735x,"Washington, DC",GRCA,791-17088,B,2001-06-06,40.3,86.5,88.5,AHY,F
c655-7085s,"Washington, DC",GRCA,791-17089,B,2001-06-06,32.5,86,90.5,AHY,M
c218-2432c,"Washington, DC",NOCA,791-17090,B,2001-06-06,46.9,87.5,95.5,AHY,F
e535-5118b,"Washington, DC",AMRO,1152-87406,B,2001-06-06,79.5,120.5,91,AHY,F
z602-3330y,"Washington, DC",GRCA,791-17086,B,2001-06-06,36.8,90,90,AHY,M
t864-3720f,"Washington, DC",NOCA,791-17087,B,2001-06-06,40.9,91,92,AHY,F
b669-4480e,"Washington, DC",NOCA,1751-51933,B,2001-06-06,43.3,91.5,95,AHY,F
n734-3688i,"Washington, DC",NOCA,1751-51934,B,2001-06-06,42,96,101,AHY,M
m510-3883a,"Washington, DC",GRCA,1751-51931,B,2001-06-08,37.9,87,88,AHY,M
m412-1103j,"Washington, DC",NOCA,1751-51930,B,2001-06-08,45.3,98.5,105,AHY,M
d229-9129e,"Washington, DC",AMRO,1152-87531,B,2001-06-08,73.2,126,101,AHY,F
n116-2269v,"Washington, DC",NOCA,791-17092,B,2001-06-08,43.4,91.5,98,AHY,M
q288-3347c,"Washington, DC",NOCA,791-17093,B,2001-06-08,46,95,95,AHY,M
f645-4358n,"Washington, DC",NOCA,791-17094,B,2001-06-09,43.4,94.5,105,AHY,M
z831-8580d,"Washington, DC",CACH,2250-24050,B,2001-06-09,10.4,66,55,AHY,M
r349-8574t,"Washington, DC",GRCA,1751-51929,B,2001-06-11,32.4,88,90.5,AHY,M
c574-4917v,"Washington, DC",GRCA,1751-51928,B,2001-06-11,36.4,85.5,91,AHY,F
p126-9227m,"Washington, DC",CACH,2250-24051,B,2001-06-11,10.1,56,51,AHY,F
b337-6268z,"Washington, DC",NOCA,1751-51926,B,2001-06-11,43.4,93,106,AHY,M
v515-8588d,"Washington, DC",NOCA,1751-51927,B,2001-06-11,46.8,99,107,AHY,M
u105-7993r,"Washington, DC",GRCA,1751-51925,B,2001-06-12,36.7,90,94,AHY,M
f592-6656o,"Washington, DC",NOCA,791-17096,B,2001-06-12,42,97,105.5,AHY,M
i182-7824z,"Washington, DC",GRCA,1751-51922,B,2001-06-12,36.9,90,95,AHY,M
b554-5568o,"Washington, DC",GRCA,1751-51920,B,2001-06-13,35.5,92,95,AHY,M
n838-1741f,"Washington, DC",CACH,2250-24059,B,2001-06-13,9.6,59,51,AHY,F
f970-4554n,"Washington, DC",GRCA,1751-51921,B,2001-06-13,36.3,92,97,AHY,M
c842-7075t,"Washington, DC",NOCA,1751-51919,B,2001-06-14,42.2,89.5,99,AHY,F
g428-1656g,"Washington, DC",NOCA,791-17097,B,2001-06-14,43.1,90.5,93,AHY,M
v494-7935d,"Washington, DC",NOCA,1751-51918,B,2001-06-15,41,94.5,105,AHY,M
d275-5663s,"Washington, DC",NOCA,1751-51917,B,2001-06-15,44.9,95,97.5,AHY,M
d951-7576h,"Washington, DC",CACH,2250-24254,B,2001-06-15,10.7,62,52,AHY,M
g198-5068p,"Washington, DC",NOCA,791-17100,B,2001-06-15,44.6,95,100.5,AHY,M
o475-1791i,"Washington, DC",NOCA,791-17098,B,2001-06-15,39.4,90,93.5,AHY,F
u812-1031j,"Washington, DC",CACH,2250-24255,B,2001-06-15,10.5,62,54,AHY,F
a471-4358l,"Washington, DC",NOCA,791-17099,B,2001-06-15,45.9,96,106,AHY,M
j181-6469e,"Washington, DC",GRCA,8001-21201,B,2001-06-15,35.2,89,87.5,AHY,M
p225-2158n,"Washington, DC",CACH,2250-24257,B,2001-06-15,10.1,60,49.5,AHY,F
m939-5241x,"Washington, DC",NOCA,8001-21418,B,2001-06-15,45,94,107,AHY,M
q759-5483x,"Washington, DC",CACH,2250-24067,B,2001-06-16,9.8,59,47.5,AHY,F
q690-1846e,"Washington, DC",NOCA,1751-51915,B,2001-06-16,40.3,97,95.5,AHY,M
y256-6888x,"Washington, DC",NOCA,1751-51916,B,2001-06-16,46.8,95.5,105.5,AHY,M
d952-2067o,"Washington, DC",CACH,2250-24002,B,2001-06-18,10.7,64.5,50,AHY,M
t182-2308w,"Washington, DC",GRCA,8001-21202,B,2001-06-18,37.8,90,96.5,AHY,M
g997-8984k,"Washington, DC",GRCA,8001-21205,B,2001-06-18,35.4,90,94.5,AHY,F
g661-7078t,"Washington, DC",NOCA,1751-51913,B,2001-06-18,40.9,95,98,AHY,M
z985-7382n,"Washington, DC",GRCA,1751-51914,B,2001-06-18,35.9,89.5,95,AHY,F
v526-9469j,"Washington, DC",GRCA,8001-21203,B,2001-06-18,45.4,88,96,AHY,F
d765-9828v,"Washington, DC",NOCA,8001-21303,B,2001-06-18,45.7,96,100,AHY,M
k664-8664r,"Washington, DC",NOCA,8001-21301,B,2001-06-18,43.9,95,100.5,AHY,M
o383-6829n,"Washington, DC",GRCA,8001-21302,B,2001-06-18,35.9,90,92,AHY,M
w305-4358n,"Washington, DC",CACH,2250-24259,B,2001-06-18,10.1,61.5,52,AHY,F
j492-9595h,"Washington, DC",NOCA,1751-51912,B,2001-06-18,40.6,89.5,97,AHY,F
t410-1193a,"Washington, DC",NOCA,8001-21206,B,2001-06-19,44.1,96.5,105,ASY,M
n437-1120x,"Washington, DC",NOCA,8001-21304,B,2001-06-19,45.2,94,102,AHY,M
w392-5799x,"Washington, DC",GRCA,8001-21305,B,2001-06-19,35.6,90,90.5,AHY,M
n821-8893a,"Washington, DC",CACH,2250-24265,B,2001-06-19,9.7,61,49.5,AHY,F
s741-1105f,"Washington, DC",CACH,2250-24411,B,2001-06-19,9.1,59,48.5,AHY,F
v882-2868f,"Washington, DC",GRCA,1751-51910,B,2001-06-20,34.5,89,94,AHY,M
y119-2683e,"Washington, DC",NOCA,1751-51911,B,2001-06-20,40.8,93,100,AHY,M
p414-7207k,"Washington, DC",NOCA,8001-21306,B,2001-06-20,38,92,97,AHY,M
k617-6548a,"Washington, DC",CACH,2250-24267,B,2001-06-20,8.6,59,50.5,AHY,F
g629-2290q,"Washington, DC",CACH,2250-24268,B,2001-06-20,9.3,61,51,AHY,F
i789-8128o,"Washington, DC",GRCA,8001-21208,B,2001-06-20,39,85,89,AHY,F
a426-4522k,"Washington, DC",GRCA,8001-21207,B,2001-06-20,32.5,89,94,AHY,M
c190-9494q,"Washington, DC",NOCA,8001-21210,B,2001-06-20,39.3,91,103,ASY,M
e727-6958v,"Washington, DC",GRCA,8001-21211,B,2001-06-20,40.8,89.5,89.5,AHY,F
l565-5834q,"Washington, DC",GRCA,1751-51908,B,2001-06-20,33.7,87,87,AHY,M
z715-5828y,"Washington, DC",NOCA,1751-51909,B,2001-06-20,41.2,95,104,AHY,M
o547-4816g,"Washington, DC",GRCA,8001-21213,B,2001-06-21,32.8,89.5,94.5,AHY,M
z122-4716f,"Washington, DC",GRCA,8001-21212,B,2001-06-21,39.4,90,94.5,AHY,F
n686-9905b,"Washington, DC",GRCA,8001-21308,B,2001-06-21,38.9,91,99,AHY,M
g279-9752n,"Washington, DC",GRCA,8001-21309,B,2001-06-21,39.1,88.5,89,AHY,M
y763-4439d,"Washington, DC",AMRO,1152-87409,B,2001-06-21,81.5,125,87,AHY,F
n220-3917f,"Washington, DC",NOCA,8001-21310,B,2001-06-22,45.4,95,104.5,AHY,M
p336-6278q,"Washington, DC",CACH,2250-24271,B,2001-06-22,9.3,61,51,AHY,F
m321-6138u,"Washington, DC",CACH,2250-24415,B,2001-06-22,9.8,65,53,AHY,F
b963-4165p,"Washington, DC",GRCA,8001-21215,B,2001-06-22,32.6,93,97,ASY,M
l532-7742w,"Washington, DC",AMRO,1152-87530,B,2001-06-26,81.2,128.5,96,AHY,F
u444-2397d,"Washington, DC",NOCA,1751-51905,B,2001-06-26,41.4,91,97,AHY,F
v282-8110k,"Washington, DC",NOCA,1751-51904,B,2001-06-26,45.2,95,100,AHY,M
c256-4225t,"Washington, DC",GRCA,1751-51907,B,2001-06-26,36.3,88,88,AHY,M
o605-7455m,"Washington, DC",NOCA,1751-51906,B,2001-06-26,44.3,93,105,AHY,M
b870-6271j,"Washington, DC",CACH,2250-24273,B,2001-06-26,8.2,59,47,AHY,F
t277-7545g,"Washington, DC",CACH,2250-24274,B,2001-06-26,9,56.5,47,AHY,F
q377-1452b,"Washington, DC",NOCA,8001-21312,B,2001-06-26,41.6,97,98,AHY,M
w861-9270z,"Washington, DC",NOCA,8001-21313,B,2001-06-28,42.1,96,100,AHY,M
y482-5874j,"Washington, DC",NOCA,1751-51903,B,2001-06-28,44.9,94,102,AHY,M
z427-7667h,"Washington, DC",NOCA,1751-51902,B,2001-06-28,42.2,91.5,95,AHY,M
q631-4706d,"Washington, DC",NOCA,1751-51901,B,2001-06-29,43.1,94.5,102,AHY,M
l690-9655x,"Washington, DC",NOCA,791-17836,B,2001-07-02,41.2,91,104,AHY,M
x104-5537e,"Washington, DC",GRCA,791-17835,B,2001-07-02,34.9,90,94,AHY,M
e607-2411t,"Washington, DC",NOCA,791-17837,B,2001-07-03,40.6,92,100,AHY,M
y701-2538s,"Washington, DC",NOCA,8001-21314,B,2001-07-03,41.4,91,97,AHY,M
j370-7530t,"Washington, DC",CACH,2250-24282,B,2001-07-10,10.2,61,51.5,AHY,F
i946-4407o,"Washington, DC",GRCA,8001-21318,B,2001-07-10,36.5,90,91.5,AHY,M
w117-9344a,"Washington, DC",NOCA,8001-21317,B,2001-07-10,46.4,97.5,105,AHY,M
f499-3304m,"Washington, DC",NOCA,8001-21319,B,2001-07-30,42.9,96,100.5,AHY,M
m605-6815m,"Washington, DC",NOCA,8001-21321,B,2001-08-09,43.8,94,102,AHY,M
e962-3698d,"Washington, DC",CACH,1950-50468,B,2004-04-19,10.4,62,51.5,AHY,M
z131-6686f,"Washington, DC",GRCA,2251-80728,B,2006-06-07,35.2,93,103,AHY,M
i623-5869v,"Washington, DC",NOCA,1951-41077,B,2007-06-02,43.8,94,99,AHY,F
w860-6284n,"Washington, DC",GRCA,2301-55908,B,2008-05-22,36.7,93.5,96,AHY,M
y576-5587k,"Washington, DC",GRCA,841-76332,R,2008-06-30,39.6,86.5,93,ASY,F
o463-6519j,"Washington, DC",AMRO,742-29438,B,2008-07-01,71.4,130,100,AHY,M
t920-8321k,"Washington, DC",GRCA,2331-41718,B,2008-07-17,36,90,98,AHY,M
g559-1310d,"Washington, DC",NOCA,841-76358,R,2009-05-19,38,94,103,ASY,F
a883-3546c,"Washington, DC",NOCA,2411-37293,B,2009-06-26,43.1,97,107,AHY,M
f710-3687h,"Washington, DC",GRCA,2301-56974,B,2010-05-13,33.7,85,86,AHY,M
f283-7057z,"Washington, DC",GRCA,2411-37797,B,2010-06-03,34,89,92,AHY,M
x551-7053n,"Washington, DC",GRCA,2421-11716,B,2010-06-07,36.9,89.5,98,AHY,F
t154-9000l,"Washington, DC",NOCA,2421-11425,B,2010-06-16,43.7,87,92,AHY,F
c642-5669q,"Washington, DC",NOCA,2421-11739,B,2010-06-18,46.1,87,95,AHY,F
r582-1640s,"Washington, DC",GRCA,2421-11747,B,2010-06-23,39.6,87.5,97,AHY,F
a412-3460k,"Washington, DC",GRCA,2421-11447,B,2010-07-02,37.2,89,96,AHY,M
r442-3121n,"Washington, DC",AMRO,1272-43129,B,2010-07-07,71.9,128,96,AHY,M
l261-6289i,"Washington, DC",GRCA,2421-11469,B,2010-07-13,35.1,95,101.5,AHY,M
a225-3856f,"Washington, DC",GRCA,2421-11594,B,2012-06-16,33.9,90,95,AHY,M
p616-7756n,"Washington, DC",NOCA,2561-56832,B,2012-07-28,43.2,95,105,AHY,M
l948-8649j,"Washington, DC",NOCA,2641-63908,B,2013-05-16,39.9,92,98,AHY,F
v284-2771k,"Washington, DC",GRCA,2641-63909,B,2013-05-16,35.8,92,98,AHY,M
m588-5334d,"Washington, DC",NOCA,2561-56885,B,2014-04-01,44.5,90,89,AHY,M
a186-6546l,"Washington, DC",CACH,2660-75758,B,2014-04-22,10.8,61,51,SY,M
o361-2224b,"Washington, DC",AMRO,1272-43187,B,2014-04-28,74.3,126,99,AHY,M
x898-1522l,"Washington, DC",NOCA,2421-11945,B,2014-05-23,43.3,92,100,AHY,M
h833-8384a,"Washington, DC",NOCA,2421-11987,B,2014-06-30,46.2,90,92,SY,F
a954-9402r,"Washington, DC",CACH,2750-64412,B,2015-06-01,10.3,64.5,55,AHY,M
z616-2229w,"Washington, DC",AMRO,1342-72977,B,2015-06-01,76.6,122,101,AHY,F
u347-6702d,"Washington, DC",AMRO,1342-72978,B,2015-06-01,65.8,123,102,AHY,M
y509-6707d,"Washington, DC",NOCA,2531-74585,B,2015-06-01,42,93,99,AHY,M
g923-7855m,"Washington, DC",NOCA,2531-74588,B,2015-06-01,40.2,87,96.5,AHY,F
v921-3361o,"Washington, DC",GRCA,2531-74589,B,2015-06-01,32.9,84,89,AHY,M
y811-7084k,"Washington, DC",CACH,2750-64415,B,2015-06-01,9.6,60,54,AHY,M
l701-5035z,"Washington, DC",NOCA,2641-63314,R,2015-06-01,39.7,95,100,AHY,M
m706-3941o,"Washington, DC",NOCA,2531-74590,B,2015-06-01,38.6,93.5,102,AHY,M
u732-3830m,"Washington, DC",NOCA,2531-74591,B,2015-06-01,40.3,95,106,AHY,M
q207-5127e,"Washington, DC",GRCA,2531-74597,B,2015-06-11,37.3,93,98,ASY,M
t914-6098w,"Washington, DC",NOCA,2651-56204,B,2016-04-12,40.5,94,95,AHY,F
j801-6234c,"Washington, DC",CACH,2710-54232,B,2016-04-12,10.4,62,55,SY,M
v823-6808z,"Washington, DC",AMRO,1352-46108,B,2016-04-12,71,131,105,AHY,M
c768-3290s,"Washington, DC",CACH,2730-26437,R,2016-04-13,10,58,49,AHY,M
p897-4269j,"Washington, DC",AMRO,1352-46110,B,2016-04-13,73.4,131,96,AHY,M
i275-8764h,"Washington, DC",NOCA,2641-96689,B,2016-04-13,41.9,94,92,AHY,M
q796-3231h,"Washington, DC",AMRO,1352-46111,B,2016-04-14,73.1,126,97,ASY,M
p405-3605r,"Washington, DC",NOCA,2641-63758,R,2016-04-15,44.5,91,91,ASY,F
z870-4962s,"Washington, DC",CACH,2710-54234,B,2016-04-19,10.3,61,57,AHY,M
l784-9376o,"Washington, DC",AMRO,1352-46113,B,2016-04-20,70.3,127,101,ASY,M
n625-4907o,"Washington, DC",AMRO,1352-46114,B,2016-04-20,77.6,128,92,AHY,F
l292-5538c,"Washington, DC",AMRO,1352-46115,B,2016-04-22,74.5,121,92,ASY,M
p716-9612u,"Washington, DC",CACH,2730-26449,B,2016-04-22,10.7,65,56,AHY,M
h654-4787q,"Washington, DC",CACH,2730-26451,B,2016-04-24,9.8,63,56,AHY,M
l765-2581c,"Washington, DC",CACH,2730-26242,R,2016-04-24,10.1,64.5,55,AHY,M
d481-9310n,"Washington, DC",NOCA,2651-47549,B,2016-04-24,45.5,91.5,100,AHY,F
t739-5458j,"Washington, DC",CACH,2750-64220,B,2016-04-25,9.7,61,52,AHY,M
f752-2882z,"Washington, DC",AMRO,1232-94769,B,2016-04-26,79,117.5,95,AHY,F
f373-7433u,"Washington, DC",CACH,2710-54232,R,2016-04-26,10.3,62,54,AHY,M
y643-5047p,"Washington, DC",CACH,2710-54235,B,2016-04-26,9.5,60,55,AHY,M
t307-7420f,"Washington, DC",NOCA,2651-47656,B,2016-04-27,35.6,89.5,95,AHY,F
w539-1413g,"Washington, DC",CACH,2710-54238,B,2016-04-28,10.2,64,50,AHY,M
