id,region,spp,bandNumber,enc,date,mass,wing,tl,age,sex
s187-6955c,"Washington, DC",NOCA,2641-96690,B,2016-04-28,38.6,91,98,AHY,M
a781-6437w,"Washington, DC",CACH,2750-64398,B,2016-04-28,10.2,55,50,AHY,F
u618-1477m,"Washington, DC",NOCA,2651-51897,B,2016-04-28,42.7,91,92,AHY,F
i754-9014x,"Washington, DC",CACH,2710-53817,B,2016-04-29,9.5,61.5,55,AHY,M
n624-3572t,"Washington, DC",NOCA,2651-56774,R,2016-04-30,35.8,91,100,ASY,M
k913-9935g,"Washington, DC",CACH,2710-54242,B,2016-04-30,9.8,57,49,AHY,F
a673-3959d,"Washington, DC",NOCA,2651-51802,B,2016-04-30,45.6,90,94,AHY,F
a545-6696x,"Washington, DC",AMRO,1352-46546,B,2016-04-30,88.2,121,91,AHY,F
g369-9930n,"Washington, DC",CACH,2730-26457,B,2016-05-02,10,60,52,AHY,M
y199-7115d,"Washington, DC",AMRO,1352-46116,B,2016-05-02,70.2,125,90,AHY,F
y982-9383g,"Washington, DC",AMRO,1352-46117,B,2016-05-02,63.4,131,98,AHY,M
t289-4646r,"Washington, DC",AMRO,1352-46118,B,2016-05-05,73.5,121,90,SY,M
n160-6365s,"Washington, DC",AMRO,1352-46119,B,2016-05-05,77,127,100,AHY,M
q760-2357e,"Washington, DC",AMRO,1352-46547,B,2016-05-06,82.4,120,91,SY,F
r553-1906y,"Washington, DC",CACH,2710-54244,B,2016-05-07,11.3,60,51,AHY,M
q324-9737m,"Washington, DC",CACH,2710-54246,B,2016-05-07,8.8,61,54,AHY,F
m883-6234h,"Washington, DC",AMRO,1352-46120,B,2016-05-09,75.6,121,88,AHY,F
a422-9330r,"Washington, DC",AMRO,1352-46121,B,2016-05-10,82,122,85,SY,F
p595-1461a,"Washington, DC",NOCA,2651-56207,B,2016-05-10,46.2,94,89,AHY,F
y895-1285c,"Washington, DC",NOCA,2651-56208,B,2016-05-10,41.3,99,99,AHY,M
v700-8232h,"Washington, DC",CACH,2710-53855,B,2016-05-11,9.3,55,49,AHY,F
o142-2830v,"Washington, DC",CACH,2710-53856,B,2016-05-11,9.5,62.5,54,AHY,M
f242-2779m,"Washington, DC",CACH,2690-95968,R,2016-05-12,10.3,63,55,AHY,M
z757-6705k,"Washington, DC",GRCA,2651-56210,B,2016-05-12,38.5,90,97,SY,M
e585-8340y,"Washington, DC",CACH,2710-54249,B,2016-05-12,9.8,62,53,AHY,M
y848-3989g,"Washington, DC",CACH,2710-53864,B,2016-05-13,9.1,64,55,AHY,M
d168-9611a,"Washington, DC",CACH,2710-53865,B,2016-05-13,9.5,61.5,54,AHY,F
l404-4280h,"Washington, DC",AMRO,1352-46122,B,2016-05-13,74.3,125,91,AHY,F
c542-5966h,"Washington, DC",AMRO,1352-46123,B,2016-05-13,83,124,90,AHY,F
a282-3032g,"Washington, DC",GRCA,2651-56216,B,2016-05-13,37.4,90,91,AHY,F
j108-5714z,"Washington, DC",CACH,2710-53871,B,2016-05-14,8.7,57.5,50,AHY,F
h195-8878x,"Washington, DC",GRCA,2711-77656,B,2016-05-14,38.3,90,93,ASY,M
y411-2764e,"Washington, DC",GRCA,2711-77657,B,2016-05-14,40.8,91,94,ASY,F
q699-2806w,"Washington, DC",CACH,2710-53873,B,2016-05-14,9.6,60,52,AHY,F
o646-3136p,"Washington, DC",AMRO,1352-46231,B,2016-05-16,78.7,123,96,AHY,F
a350-6416g,"Washington, DC",CACH,2710-53852,B,2016-05-16,9.1,56,48,AHY,F
h116-7080g,"Washington, DC",CACH,2730-24718,R,2016-05-16,9.9,65,56,AHY,M
t851-9849g,"Washington, DC",CACH,2730-24719,R,2016-05-16,9.1,57,52,AHY,F
e461-7255k,"Washington, DC",CACH,2710-53875,B,2016-05-16,8.9,57,51,AHY,F
h294-6522e,"Washington, DC",CACH,2710-53874,B,2016-05-16,10,61.5,52,AHY,M
i306-2407m,"Washington, DC",CACH,2610-37384,R,2016-05-16,10.1,63,55,ASY,M
y531-7830j,"Washington, DC",CACH,2710-54251,B,2016-05-16,9.1,57,49,AHY,F
r603-9769g,"Washington, DC",CACH,2730-26406,R,2016-05-16,9.5,59,52,AHY,F
x738-5744n,"Washington, DC",CACH,2710-53883,B,2016-05-16,8.7,59.5,53,AHY,F
q529-1088s,"Washington, DC",NOCA,2421-34683,R,2016-05-16,45.7,92,96,ASY,F
t798-5067x,"Washington, DC",NOCA,2651-51814,B,2016-05-16,44.8,95,98,AHY,M
s677-7594a,"Washington, DC",CACH,2750-64314,B,2016-05-16,9.9,62,52,AHY,M
q658-7261u,"Washington, DC",CACH,2730-26449,R,2016-05-17,10,65.5,55,AHY,M
m648-7859y,"Washington, DC",NOCA,2651-56220,B,2016-05-17,34.7,87,97,AHY,F
s511-6673h,"Washington, DC",NOCA,2651-56219,B,2016-05-17,35.4,88,92,AHY,F
l968-7767y,"Washington, DC",AMRO,1352-46124,B,2016-05-17,73.4,122,94,AHY,F
r182-6414q,"Washington, DC",NOCA,2651-56222,B,2016-05-17,45,92,101,AHY,F
l630-2412z,"Washington, DC",NOCA,2651-56223,B,2016-05-17,40.2,94,99,AHY,M
f242-4619f,"Washington, DC",NOCA,2651-56225,B,2016-05-17,40.2,88,90,AHY,F
t839-4872i,"Washington, DC",NOCA,2651-56224,B,2016-05-17,43.5,92,96,AHY,M
u911-8621n,"Washington, DC",NOCA,2651-56226,B,2016-05-17,41.7,94,103,AHY,M
e784-4002t,"Washington, DC",NOCA,2651-56227,B,2016-05-18,42.7,89,90,AHY,F
z982-4098u,"Washington, DC",AMRO,1352-46125,B,2016-05-18,66.4,131,106,SY,M
y102-9235v,"Washington, DC",AMRO,1352-46126,B,2016-05-18,75.6,129,87,AHY,F
r573-2873z,"Washington, DC",NOCA,2651-56228,B,2016-05-18,40.8,91,101,AHY,M
i526-5967e,"Washington, DC",GRCA,2651-56230,B,2016-05-19,33.8,92,91,ASY,M
y250-2076y,"Washington, DC",AMRO,1352-46581,R,2016-05-19,85,123,86,ASY,F
z869-4870m,"Washington, DC",CACH,2710-54253,B,2016-05-19,9.4,59,49,SY,F
o194-6596s,"Washington, DC",GRCA,2651-56231,B,2016-05-19,43,91,100,AHY,F
n885-7925h,"Washington, DC",CACH,2730-26414,R,2016-05-20,11,64.25,57,AHY,M
i133-8928o,"Washington, DC",CACH,2810-03301,B,2016-05-20,9.3,60,51,AHY,F
b331-1837l,"Washington, DC",NOCA,2651-56232,B,2016-05-20,45.6,92,100,AHY,F
b700-5255r,"Washington, DC",CACH,2810-03303,B,2016-05-22,9.7,62,52,AHY,M
d735-7325k,"Washington, DC",CACH,2750-41362,R,2016-05-22,9.4,59.75,52,AHY,M
x751-9647u,"Washington, DC",GRCA,2651-51561,B,2016-05-23,36.2,91,90,AHY,M
u100-4070z,"Washington, DC",NOCA,2651-51563,B,2016-05-23,47.1,90.5,99,AHY,F
g267-6485y,"Washington, DC",AMRO,1352-46128,B,2016-05-23,79.1,121,85,AHY,F
h665-6590k,"Washington, DC",GRCA,2651-51562,B,2016-05-23,31.7,89,92,AHY,M
l516-2256m,"Washington, DC",GRCA,2651-56235,B,2016-05-25,33.8,84,88,AHY,M
a564-4852x,"Washington, DC",GRCA,2651-56236,B,2016-05-25,34.8,91,91,ASY,M
z495-5829p,"Washington, DC",GRCA,2651-56237,B,2016-05-25,40.5,89,93,ASY,F
f145-5642a,"Washington, DC",GRCA,2651-51565,B,2016-05-25,37.2,95,97,AHY,M
v494-2077h,"Washington, DC",AMRO,1341-72995,B,2016-05-25,73.1,127,98,AHY,M
g583-2937v,"Washington, DC",CACH,2750-64218,R,2016-05-25,9.3,59,59.5,AHY,M
l672-5374k,"Washington, DC",GRCA,2651-51566,B,2016-05-25,38,93.5,96,AHY,F
t781-1236u,"Washington, DC",CACH,2810-03304,B,2016-05-26,9.3,61.25,54.5,AHY,M
n595-7623t,"Washington, DC",CACH,2750-64482,R,2016-05-26,10,60.5,53.5,AHY,F
x411-6625u,"Washington, DC",CACH,2710-54257,B,2016-05-27,9.1,56,51,AHY,F
j412-9842e,"Washington, DC",CACH,2810-03307,B,2016-05-27,10.4,63,54,AHY,M
e922-6534r,"Washington, DC",CACH,2810-03309,B,2016-05-27,9.4,59.25,51,AHY,F
t861-4553q,"Washington, DC",GRCA,2651-51568,B,2016-05-28,34.2,88.5,89,AHY,M
m978-9644i,"Washington, DC",CACH,2730-26496,B,2016-05-28,10,62,52.5,AHY,M
t100-1130x,"Washington, DC",AMRO,1342-72998,B,2016-05-28,78.3,125.5,94,AHY,M
s768-7924e,"Washington, DC",GRCA,2651-51570,B,2016-05-28,45.4,87,89.5,AHY,F
p647-9997z,"Washington, DC",NOCA,2651-56238,B,2016-05-28,42.3,89,89,AHY,F
u879-5108b,"Washington, DC",CACH,2710-54259,B,2016-05-28,9.7,59,53,AHY,F
r175-2884k,"Washington, DC",NOCA,2651-56239,B,2016-05-28,42.5,90,103,AHY,M
q755-8701s,"Washington, DC",NOCA,2651-56240,B,2016-05-28,43.2,92,95,AHY,F
j682-3228a,"Washington, DC",CACH,2710-54263,B,2016-05-28,10.5,65,58,AHY,M
d233-9881y,"Washington, DC",AMRO,1352-46550,B,2016-05-31,80,130,92,AHY,F
p208-3355w,"Washington, DC",AMRO,1352-46551,B,2016-05-31,72,130,100,AHY,M
x923-1338u,"Washington, DC",NOCA,2651-51816,B,2016-05-31,41.7,89,91,AHY,F
m517-6231s,"Washington, DC",AMRO,1352-46130,B,2016-06-01,75.3,122,88,SY,F
u529-8280z,"Washington, DC",CACH,2810-03313,B,2016-06-02,10.5,63,55,AHY,M
q138-9114l,"Washington, DC",GRCA,2541-40493,B,2016-06-02,38,85,88,AHY,M
p939-4025i,"Washington, DC",CACH,2750-41386,R,2016-06-03,9.7,62,51,ASY,F
j841-2129i,"Washington, DC",CACH,2710-54274,B,2016-06-03,10.5,62,53,AHY,F
c376-2296h,"Washington, DC",NOCA,2651-56241,B,2016-06-03,43.2,95,99,AHY,F
o456-3379v,"Washington, DC",CACH,2710-54275,B,2016-06-03,9.9,59,49,AHY,F
j113-6107y,"Washington, DC",NOCA,2651-56242,B,2016-06-03,39.4,93,100,AHY,M
u833-1395x,"Washington, DC",NOCA,2651-56244,B,2016-06-03,42,95,93,AHY,M
y948-4719k,"Washington, DC",NOCA,2651-56246,B,2016-06-03,40.2,92,102,AHY,M
z668-4302n,"Washington, DC",NOCA,2651-56247,B,2016-06-03,43.5,86,93,AHY,F
h354-5322k,"Washington, DC",NOCA,2651-56248,B,2016-06-03,46.1,92,101,SY,M
b927-8309c,"Washington, DC",NOCA,2651-56249,B,2016-06-03,45.2,91,100,AHY,F
e364-4093a,"Washington, DC",GRCA,2651-52490,R,2016-06-04,33.5,88,93,ASY,M
d764-7401q,"Washington, DC",NOCA,2651-56250,B,2016-06-04,42.1,93,100,AHY,M
t822-7172n,"Washington, DC",NOCA,2651-51818,B,2016-06-04,40.9,91,96,AHY,M
r161-6425y,"Washington, DC",NOCA,2651-51820,B,2016-06-04,39.2,91,98,AHY,M
p379-2482r,"Washington, DC",NOCA,2651-51821,B,2016-06-04,43.6,92,98,AHY,M
p783-3836p,"Washington, DC",AMRO,1292-64585,B,2016-06-04,76.5,125,95,SY,M
n807-3747b,"Washington, DC",AMRO,1292-64586,B,2016-06-04,76.5,125,93,SY,F
z455-6793z,"Washington, DC",GRCA,2651-56701,B,2016-06-04,34.3,90,93,SY,M
q306-6446b,"Washington, DC",GRCA,2651-51822,B,2016-06-07,34.2,92,94,ASY,M
h128-2213n,"Washington, DC",NOCA,2651-51824,B,2016-06-07,44.3,89,99,AHY,F
y799-5539s,"Washington, DC",NOCA,2651-51823,B,2016-06-07,42.2,89,95,AHY,M
x915-8395v,"Washington, DC",CACH,2750-64318,B,2016-06-07,8.4,60,53,AHY,F
n478-1173p,"Washington, DC",NOCA,2651-56783,B,2016-06-07,43.1,94,95,SY,M
l269-5704x,"Washington, DC",GRCA,2651-56784,B,2016-06-07,34.2,86,86,SY,F
z451-5972v,"Washington, DC",NOCA,2651-56787,B,2016-06-07,39.6,87,91,AHY,F
l595-1886q,"Washington, DC",NOCA,2651-56788,B,2016-06-07,45.4,96,101,AHY,M
t286-9921i,"Washington, DC",NOCA,2651-56254,B,2016-06-07,41.6,98,106,AHY,M
a254-8461v,"Washington, DC",GRCA,2761-39267,B,2016-06-08,34.6,87,87,SY,M
i792-9794s,"Washington, DC",GRCA,2651-47551,B,2016-06-08,36.3,89,97,AHY,M
e814-7444t,"Washington, DC",AMRO,1352-46232,B,2016-06-08,78,126,98,AHY,F
c148-5515m,"Washington, DC",GRCA,2651-51583,B,2016-06-09,34.4,87.5,89,AHY,F
p255-2613b,"Washington, DC",GRCA,2651-51584,B,2016-06-09,34.7,88,92,AHY,M
g128-8861c,"Washington, DC",NOCA,2531-74528,R,2016-06-09,44.7,92.5,97,AHY,M
d138-2137l,"Washington, DC",GRCA,2531-90225,R,2016-06-09,35.3,92,89,AHY,M
k689-2506k,"Washington, DC",GRCA,2651-51826,B,2016-06-10,34,92,92,SY,M
w827-8938f,"Washington, DC",AMRO,1352-46552,B,2016-06-10,75.5,128,100,AHY,M
a522-5261s,"Washington, DC",GRCA,2651-56256,B,2016-06-10,37.7,92,95,AHY,M
o254-3288s,"Washington, DC",NOCA,2651-56257,B,2016-06-10,42.4,92,97,AHY,M
y278-1895c,"Washington, DC",CACH,2710-54282,B,2016-06-10,9.7,58,52,SY,F
u251-8337l,"Washington, DC",CACH,2750-64422,R,2016-06-10,8.5,60,55,AHY,F
h127-9780h,"Washington, DC",GRCA,2651-56258,B,2016-06-11,32.3,88,97,SY,M
p393-8413f,"Washington, DC",GRCA,2651-56259,B,2016-06-11,39.6,86,91,SY,F
p228-8340e,"Washington, DC",NOCA,2421-11351,R,2016-06-11,41.9,92,95,ASY,M
a581-8142r,"Washington, DC",GRCA,2651-51828,B,2016-06-11,44.7,85,86,SY,F
m483-5473o,"Washington, DC",CACH,2750-44511,B,2016-06-11,9,61,51,AHY,F
z878-5413d,"Washington, DC",AMRO,1232-94628,B,2016-06-11,75.9,127,96.5,AHY,M
e417-4568n,"Washington, DC",AMRO,1232-94768,B,2016-06-13,84.2,119,91,SY,F
x355-3052s,"Washington, DC",AMRO,1232-94770,B,2016-06-13,89.9,126,95,AHY,F
s566-9628f,"Washington, DC",GRCA,2651-47661,B,2016-06-13,35.4,88,98,SY,M
e278-3711n,"Washington, DC",GRCA,2651-47663,B,2016-06-13,38.3,84,86,SY,F
z949-6630f,"Washington, DC",GRCA,2651-56260,B,2016-06-13,37.4,92,97,ASY,M
r951-2253i,"Washington, DC",NOCA,2651-56261,B,2016-06-13,43.4,95,104,AHY,F
o281-7524u,"Washington, DC",GRCA,2651-56262,B,2016-06-13,40,84,88,SY,F
l791-4944t,"Washington, DC",GRCA,2651-51801,R,2016-06-13,35.8,90,91,ASY,M
m669-2118w,"Washington, DC",GRCA,2701-39271,B,2016-06-13,36.7,89,94,ASY,M
h728-2265p,"Washington, DC",GRCA,2701-39272,B,2016-06-13,33.9,86,91,SY,M
p339-6966o,"Washington, DC",GRCA,2701-39273,B,2016-06-13,33.8,90,91,ASY,M
i235-6955i,"Washington, DC",GRCA,2701-39274,B,2016-06-13,36.2,85,86,SY,M
t666-4792n,"Washington, DC",GRCA,2701-39275,B,2016-06-13,35.7,93,96,ASY,M
g999-1892f,"Washington, DC",CACH,2750-64322,B,2016-06-14,8.5,59,58,AHY,F
l622-5297g,"Washington, DC",GRCA,2651-56263,B,2016-06-14,32.9,92,97,ASY,M
c236-8941w,"Washington, DC",GRCA,2651-56264,B,2016-06-14,34.2,89,98,ASY,M
u730-3537x,"Washington, DC",GRCA,2641-96826,B,2016-06-14,34,86,83,SY,M
j758-6259b,"Washington, DC",GRCA,2641-96827,B,2016-06-14,34,89,90,SY,M
o792-7654k,"Washington, DC",GRCA,2641-96828,B,2016-06-14,33,89,92,ASY,F
u636-4002p,"Washington, DC",NOCA,2651-47665,B,2016-06-14,44.5,90,94,AHY,M
o303-7294w,"Washington, DC",GRCA,2651-51587,B,2016-06-15,36.5,90,90.5,AHY,F
u815-7310f,"Washington, DC",AMRO,1232-94632,B,2016-06-15,81.4,124,90,AHY,F
y794-8392o,"Washington, DC",GRCA,2701-39277,B,2016-06-15,39.7,88,94,SY,F
d516-8711n,"Washington, DC",GRCA,2701-39278,B,2016-06-15,35.2,84,86,SY,F
z678-5489e,"Washington, DC",GRCA,2701-39279,B,2016-06-15,35.4,88,91,SY,M
s770-7743h,"Washington, DC",GRCA,2701-39280,B,2016-06-15,35.7,92,96,ASY,M
p618-6514c,"Washington, DC",GRCA,2701-39281,B,2016-06-15,35.3,93,95,ASY,M
x370-7106b,"Washington, DC",AMRO,1232-94771,B,2016-06-15,80.6,122,95,SY,F
z320-7068u,"Washington, DC",NOCA,2651-47668,B,2016-06-15,39,89,94,AHY,F
s261-3803m,"Washington, DC",NOCA,2651-47670,B,2016-06-15,39.3,90,96,AHY,F
x515-2058g,"Washington, DC",NOCA,2651-47669,B,2016-06-15,47.5,89,93,AHY,F
h884-4001w,"Washington, DC",NOCA,2651-47667,B,2016-06-15,39.9,85,92,SY,F
y880-5344d,"Washington, DC",GRCA,2651-47671,B,2016-06-15,35.1,94,104,ASY,M
x896-5349q,"Washington, DC",NOCA,2651-47672,B,2016-06-15,42.3,91,98,AHY,F
z806-1191j,"Washington, DC",GRCA,2651-47673,B,2016-06-15,35.9,84,89,SY,F
j811-1868q,"Washington, DC",AMRO,1232-94772,B,2016-06-15,77.3,127,100,ASY,F
u647-5886t,"Washington, DC",NOCA,2651-47674,B,2016-06-15,40.2,93,103,AHY,M
i311-9686w,"Washington, DC",NOCA,2651-47675,B,2016-06-15,41.9,91,101,AHY,M
o320-5470i,"Washington, DC",NOCA,2651-47676,B,2016-06-15,42.3,91,99,SY,M
n493-5761z,"Washington, DC",NOCA,2651-47677,B,2016-06-15,44.7,89,96,AHY,F
x544-8801v,"Washington, DC",NOCA,2651-47678,B,2016-06-15,47.1,91,98,AHY,F
y654-3612d,"Washington, DC",NOCA,2651-47679,B,2016-06-15,41.2,93,104,AHY,M
h558-2577f,"Washington, DC",NOCA,2651-47680,B,2016-06-15,45.8,92,104,AHY,F
y304-6760l,"Washington, DC",GRCA,2651-47681,B,2016-06-15,33.6,90,91,ASY,M
h824-3120a,"Washington, DC",NOCA,2651-47682,B,2016-06-15,42.7,90,102,AHY,F
z834-7721y,"Washington, DC",NOCA,2651-51830,B,2016-06-15,40.8,93,99,AHY,F
w860-2609t,"Washington, DC",NOCA,2651-51831,B,2016-06-15,47.6,90,92,AHY,M
c213-9524w,"Washington, DC",GRCA,2651-56266,B,2016-06-15,33.9,89,90,SY,F
u226-5693h,"Washington, DC",AMRO,1352-46137,B,2016-06-15,69.2,128,94,ASY,M
h191-7118i,"Washington, DC",GRCA,2651-56267,B,2016-06-15,33.9,85,96,AHY,M
m849-8884l,"Washington, DC",GRCA,2651-56268,B,2016-06-15,36.4,85,90,AHY,F
k244-3752o,"Washington, DC",GRCA,2651-51589,B,2016-06-16,39.8,85,90,AHY,F
w615-7429v,"Washington, DC",GRCA,2651-56269,B,2016-06-16,38,90,93,AHY,F
t718-9141k,"Washington, DC",AMRO,1352-46138,B,2016-06-16,78.4,124,95,SY,M
m673-3995s,"Washington, DC",NOCA,2651-56270,B,2016-06-16,44,92,98,AHY,F
d703-6966l,"Washington, DC",GRCA,2651-51833,B,2016-06-16,37.9,90,91,ASY,M
v113-3530f,"Washington, DC",GRCA,2651-47684,B,2016-06-16,33.5,91,95,ASY,M
h579-1007o,"Washington, DC",GRCA,2651-47685,B,2016-06-16,37.5,86,93,ASY,F
l585-9345u,"Washington, DC",CACH,2750-44563,B,2016-06-16,8.9,57,52,AHY,F
e493-4783m,"Washington, DC",CACH,2710-53817,R,2016-06-17,9.9,62,55,AHY,M
p954-6371w,"Washington, DC",CACH,2710-54289,B,2016-06-17,9.1,60,52,AHY,F
e825-7070j,"Washington, DC",GRCA,2651-56271,B,2016-06-18,32.2,85,90,AHY,M
p145-8222q,"Washington, DC",GRCA,2651-56272,B,2016-06-18,36.9,91,96,ASY,M
w741-5108b,"Washington, DC",GRCA,2651-56274,B,2016-06-18,40.5,86,90,AHY,F
g931-2020i,"Washington, DC",GRCA,2651-56275,B,2016-06-18,35.4,92,93,ASY,M
d495-5099k,"Washington, DC",GRCA,2651-56276,B,2016-06-18,37.8,90,97,AHY,F
d848-8262q,"Washington, DC",GRCA,2651-56277,B,2016-06-18,35.3,88,94,AHY,M
y269-2815h,"Washington, DC",GRCA,2651-47502,R,2016-06-20,36,91,96,ASY,M
f762-7569r,"Washington, DC",GRCA,2651-47552,B,2016-06-20,36.9,88,95,SY,F
u654-8029r,"Washington, DC",CACH,2810-03317,B,2016-06-20,9.8,58,50.5,AHY,F
s914-8919f,"Washington, DC",AMRO,1352-46233,B,2016-06-20,81,122,95,ASY,F
j820-9044c,"Washington, DC",GRCA,2651-47553,B,2016-06-20,38.1,86,92,SY,F
m472-9114i,"Washington, DC",AMRO,1232-94725,R,2016-06-20,72.1,124,95,AHY,M
r388-9368e,"Washington, DC",CACH,2750-64330,B,2016-06-20,10.2,61,50,AHY,F
i805-7459e,"Washington, DC",CACH,2750-64333,B,2016-06-20,10.9,60,50,AHY,F
l840-9269h,"Washington, DC",GRCA,2651-56278,B,2016-06-20,37.4,88,97,ASY,M
f396-1602w,"Washington, DC",GRCA,2651-51835,B,2016-06-21,33,89,94,SY,M
y336-2853f,"Washington, DC",NOCA,2651-51838,B,2016-06-21,43.6,95,91,AHY,M
c615-9951e,"Washington, DC",CACH,2750-44540,B,2016-06-21,9.3,59.5,50,AHY,F
h894-9406f,"Washington, DC",NOCA,2651-56279,B,2016-06-21,41,92,92,AHY,F
r138-9323q,"Washington, DC",NOCA,2651-56280,B,2016-06-21,42.2,93,96,AHY,M
b797-5754e,"Washington, DC",GRCA,2651-56281,B,2016-06-21,32.6,86,87,SY,F
e279-9870f,"Washington, DC",GRCA,2651-56282,B,2016-06-21,34.7,90,98,ASY,M
b547-7727m,"Washington, DC",NOCA,2421-11538,R,2016-06-21,41,91,100,ASY,F
r989-3494m,"Washington, DC",NOCA,2651-56283,B,2016-06-21,41.8,91,105,AHY,F
a811-4281q,"Washington, DC",GRCA,2651-56284,B,2016-06-22,35.4,84,90,SY,M
o238-4974n,"Washington, DC",GRCA,2651-56285,B,2016-06-22,39.5,86,97,SY,F
d976-2508o,"Washington, DC",GRCA,2651-56286,B,2016-06-22,34.4,89,94,ASY,M
c555-9473q,"Washington, DC",GRCA,2651-56287,B,2016-06-22,33.7,89,95,ASY,M
l171-8216t,"Washington, DC",GRCA,2651-56288,B,2016-06-22,39.4,86,91,SY,F
c992-1836m,"Washington, DC",GRCA,2651-56289,B,2016-06-22,36.7,88,93,AHY,M
o979-5737a,"Washington, DC",AMRO,1352-46141,B,2016-06-22,84.2,122,89,ASY,F
b128-6697t,"Washington, DC",GRCA,2701-39283,B,2016-06-22,39.2,86.5,87,SY,M
h400-9665o,"Washington, DC",NOCA,2651-47554,B,2016-06-22,42,95,100,AHY,M
j579-9848h,"Washington, DC",NOCA,2651-47555,B,2016-06-22,44.4,90,97,AHY,F
r453-4623t,"Washington, DC",CACH,2810-03320,B,2016-06-22,10,61,52,AHY,F
r497-8584r,"Washington, DC",GRCA,2651-47556,B,2016-06-24,44.9,88.5,87,SY,F
q281-7436c,"Washington, DC",CACH,2750-41519,B,2016-06-24,9.2,57,45,AHY,F
b144-5010a,"Washington, DC",GRCA,2421-11988,R,2016-06-24,36.1,93,95,ASY,M
c981-4877g,"Washington, DC",GRCA,2701-39284,B,2016-06-24,33.7,87,91,SY,M
y993-6415n,"Washington, DC",GRCA,2651-51815,R,2016-06-24,36.1,87,92,SY,M
m395-6384z,"Washington, DC",GRCA,2651-47557,B,2016-06-25,36.7,89,91,ASY,F
k324-4786w,"Washington, DC",NOCA,2651-47558,B,2016-06-25,45.5,95.5,100,AHY,M
v473-3694k,"Washington, DC",AMRO,1272-42500,R,2016-06-25,75.1,134,99,ASY,M
d116-6071y,"Washington, DC",CACH,2750-64342,B,2016-06-25,9.1,60,51,AHY,F
d190-1209e,"Washington, DC",AMRO,1352-46554,B,2016-06-25,77.1,125,97,AHY,F
p278-5843o,"Washington, DC",NOCA,2651-56291,B,2016-06-25,38.3,90,93,AHY,F
l934-7307s,"Washington, DC",CACH,2750-64426,R,2016-06-25,10.4,62,53,AHY,F
u140-6597d,"Washington, DC",CACH,2750-41523,B,2016-06-25,10.5,63,57,AHY,F
a754-8892l,"Washington, DC",GRCA,2651-56212,B,2016-06-25,36.5,89,94,AHY,F
g894-6373u,"Washington, DC",AMRO,1352-46234,B,2016-06-26,65.3,121,91,AHY,M
r343-2540n,"Washington, DC",NOCA,2651-51597,B,2016-06-27,39.9,89,91.5,AHY,F
l216-8177g,"Washington, DC",GRCA,2651-51598,B,2016-06-27,35.4,86,86.5,AHY,M
b784-4867f,"Washington, DC",GRCA,2701-39288,B,2016-06-27,39.2,90,92,ASY,F
y839-3278r,"Washington, DC",GRCA,2701-39291,B,2016-06-27,34.5,90,97,ASY,F
p224-8581t,"Washington, DC",GRCA,2701-39292,B,2016-06-27,34.2,90,92,SY,M
u835-4306q,"Washington, DC",GRCA,2701-39293,B,2016-06-27,37.8,87,89,SY,F
h494-9467k,"Washington, DC",GRCA,2701-39285,B,2016-06-27,32.1,96.5,98,ASY,M
m544-8428u,"Washington, DC",GRCA,2701-39286,B,2016-06-27,38.9,92,98,ASY,M
c237-9375s,"Washington, DC",GRCA,2701-39295,B,2016-06-27,33.1,87,88,SY,M
n650-4807k,"Washington, DC",GRCA,2701-39290,B,2016-06-27,39.9,88,94,ASY,F
z991-6833p,"Washington, DC",GRCA,2701-39287,B,2016-06-27,37.5,88,93,SY,F
k400-4445a,"Washington, DC",CACH,2750-64344,B,2016-06-27,9.1,59,53,SY,F
p439-9460i,"Washington, DC",GRCA,2651-56293,B,2016-06-27,35.9,89,92,AHY,M
u474-6226m,"Washington, DC",GRCA,2651-56294,B,2016-06-27,33.5,83,91,SY,M
f527-4075q,"Washington, DC",NOCA,2651-56295,B,2016-06-27,40.3,88,87,AHY,F
p324-4899v,"Washington, DC",NOCA,2651-56296,B,2016-06-27,43.5,90,98,AHY,F
g173-7340y,"Washington, DC",GRCA,2641-96955,B,2016-06-27,33.9,85,96,SY,M
h330-9773k,"Washington, DC",GRCA,2641-96958,B,2016-06-27,38.3,88,95,AHY,F
y954-1296i,"Washington, DC",GRCA,2651-47559,B,2016-06-27,34.5,83.5,87,ASY,F
k836-2122v,"Washington, DC",NOCA,2651-51841,B,2016-06-28,42,88,90,AHY,M
d647-5647p,"Washington, DC",CACH,2750-64345,B,2016-06-28,8.9,58,50,AHY,F
j778-1632q,"Washington, DC",NOCA,2651-51843,B,2016-06-28,40.5,90,98,AHY,F
u148-7609f,"Washington, DC",GRCA,2651-56779,R,2016-06-28,32.2,87,88,ASY,M
m156-7162f,"Washington, DC",GRCA,2651-47560,B,2016-06-28,34.4,86,98,SY,M
v154-7735l,"Washington, DC",GRCA,2651-47561,B,2016-06-28,32.2,85,88,SY,M
p667-2484z,"Washington, DC",NOCA,2651-47562,B,2016-06-28,44.1,88,91,AHY,F
s708-3630y,"Washington, DC",GRCA,2701-39297,B,2016-06-28,36.8,88,94,SY,M
a432-2487q,"Washington, DC",GRCA,2701-39298,B,2016-06-28,36.1,91,97,ASY,M
k673-4899u,"Washington, DC",GRCA,2701-39300,B,2016-06-28,37.5,85,88,SY,F
n298-6895k,"Washington, DC",GRCA,2671-02002,B,2016-06-29,35.2,94,102,AHY,M
